0.1511,0.0403,9815577333214.5723,1494132145792.5049,245948121919062.1875,0.1722,246148444367961.1875,571550.0330,-249543.7859,0.0000
5.2922,0.0821,8459803326259.7764,-12918672576797.8418,187577776547489.2812,0.1007,188212333889055.5312,-146351.0887,-14353.5704,0.0000
2.0136,0.0084,-1029976664805.5670,2171761669976.2329,285639342581801.5625,0.2319,285649455506648.9375,122603.9524,-88495.4258,0.0000
5.3114,0.2186,16161939358660.9434,-23676362113790.7773,129068047471907.4219,0.0497,132213234152209.3125,80688.3237,-251127.1641,0.0000
5.8659,0.0522,9910591357744.6152,-4393798870052.0039,207665311870774.9375,0.1229,207948087377491.6250,256856.7545,156644.6963,0.0000
6.1263,0.0648,7198288661390.3936,-1138765627104.1160,112282183133508.3750,0.0360,112518446470047.2500,-57000.5742,-34032.2385,0.0000
2.8174,0.1485,-30679067962266.9062,10309849285763.6445,216364015557480.0625,0.1361,218771308519846.8750,266396.3552,370226.3152,0.0000
3.1994,0.0655,-21828718138117.1641,-1264233224019.1340,333348389278449.9375,0.3172,334064724051694.9375,-375614.2543,-348794.2956,0.0000
2.3939,0.1353,-30141036882907.1523,27950145956173.4688,301973221277407.6250,0.2640,304758132183543.8125,159262.3651,189611.4990,0.0000
4.5466,0.1302,-4451910877300.9385,-26599857926878.8438,205908208041750.6562,0.1226,207666949925004.7812,-608559.3427,18033.7908,0.0000
1.3768,0.1332,7099425189863.8926,36141668900784.4375,274927215864507.8750,0.2187,277383482009960.5625,82493.3862,62536.3518,0.0000
2.5267,0.0717,-19854674587614.8438,14021447675419.7344,338233119954690.2500,0.3269,339105370839475.9375,146094.5610,-287044.1181,0.0000
0.5929,0.2385,37039568025296.6250,24957190289846.3242,183697583369150.1250,0.1016,189049181649458.7188,424814.9081,328964.2893,0.0000
5.0059,0.0718,5735152562034.8877,-18978340342002.8633,275717478179525.5312,0.2172,276429370998676.3438,75224.1714,-329016.4106,0.0000
1.0721,0.1460,17320922679482.7891,31804644625267.6172,246291632735907.3125,0.1762,248939989029338.6250,-30911.9058,352231.0515,0.0000
5.8607,0.1594,38770134982039.6875,-17428747649870.1973,264486122280604.0938,0.2040,267880184952525.1875,297545.6799,-100779.2889,0.0000
3.1134,0.1049,-18974113239460.9961,535774714914.8973,180235540556965.6250,0.0934,181232320814005.5625,-298949.8852,256378.2732,0.0000
2.3468,0.0894,-14163378256957.0781,14431936073631.6582,225590239780893.3125,0.1458,226494676199870.0312,-314728.5959,-82756.0594,0.0000
1.7300,0.0581,-2588733931050.8071,16124965814653.1191,280955634777991.4062,0.2251,281429893187261.8125,-153136.6860,179431.8414,0.0000
3.1850,0.1389,-27234297816442.2031,-1182457846955.6172,194965940201753.7500,0.1102,196862446959465.3750,-77268.0703,19693.4083,0.0000
0.1977,0.2438,36954198247845.8359,7401229601437.7061,151492115210594.7188,0.0693,156109743253694.4375,32075.5056,-226512.3967,0.0000
2.5840,0.0444,-10874421265673.6094,6781320662861.4336,288608228866298.9375,0.2372,288892625584555.0000,132399.6043,-369304.8637,0.0000
4.6339,0.1916,-3553485437232.2168,-45187839523812.9609,233614141775729.0312,0.1610,237970870774540.2188,-147108.9380,-268208.2110,0.0000
6.0259,0.1534,38317501087916.6797,-10082429639139.3730,256322659741470.2500,0.1912,259366906474191.9375,-41665.5639,349568.3930,0.0000
6.0649,0.0793,29516575122354.5156,-6547713436524.8955,380627796422172.3750,0.4144,381826688652586.3750,295940.5215,31962.8080,0.0000
2.7979,0.0474,-15266601032994.2637,5464308127152.6816,342063086955474.2500,0.3334,342447197722389.6250,371798.6156,-196327.6834,0.0000
6.0242,0.0964,29076527668414.3906,-7703871523918.3818,310904158129169.8750,0.2773,312355870186101.9375,-200889.0280,-306316.4231,0.0000
0.0666,0.1161,36695091523590.4375,2448203325534.3169,315241721855238.1875,0.2863,317379688448557.1250,204859.8197,-61316.6057,0.0000
2.7150,0.0109,-2370405912884.1611,1077346452741.3129,238565038287569.6875,0.1618,238579246777083.8125,190570.4363,326203.6325,0.0000
0.4630,0.0687,18055459558294.7109,9012453536176.1973,293451360746900.0625,0.2460,294144394919927.4375,353540.0784,-154534.1265,0.0000
6.0301,0.1014,21203411710767.9922,-5483595235460.5293,215188612094922.5938,0.1330,216300238696636.1250,-225892.5428,-440808.7431,0.0000
5.3675,0.2044,25827883958071.2188,-33619105023883.7109,204470884986304.8750,0.1240,208819698829974.4375,445828.2326,10262.9014,0.0000
0.7161,0.1716,14746749453397.2363,12831565644652.8359,112812353822949.8438,0.0373,114493418463284.3125,47112.5571,-198883.5967,0.0000
5.1492,0.1181,16617370909309.4199,-35587502465944.3047,331088615128984.9375,0.3160,333410075456231.9375,208590.8400,-8142.6207,0.0000
5.5030,0.1441,25414173191337.2031,-25148176367198.6914,246351147384895.1562,0.1762,248932116833986.1875,101581.6011,103876.5578,0.0000
1.7464,0.0629,-3367398116119.1587,18981796884418.5781,306137579504235.5000,0.2675,306743973971365.6875,-521433.4805,300664.5614,0.0000
5.6430,0.0946,25410735320243.1562,-18925024915937.1797,334020123529864.6875,0.3200,335519455412782.8125,57352.7301,-72263.8593,0.0000
1.5403,0.1448,1505636749241.3154,49287249475458.3984,338087096603775.2500,0.3318,341664140337916.0625,501671.2404,-219729.9662,0.0000
1.8371,0.2324,-18140087672183.7188,66510158948071.9844,291335298711661.4375,0.2548,299380895014136.3125,57485.6836,-23297.7907,0.0000
1.8492,0.2049,-16240321710089.3633,56828630172523.8047,284342250255362.1875,0.2398,290419965802655.6875,-167122.8972,64332.7887,0.0000
0.0601,0.1294,8855147481593.1270,532925923580.5233,68146925148774.8125,0.0134,68721911019655.9219,-55097.5083,-498581.6414,0.0000
0.5393,0.1803,50217805989614.1328,30055971424893.7617,320989257729698.8125,0.3026,326281003177579.3750,55216.4639,-142054.7815,0.0000
0.7872,0.1317,24947606161868.8750,25038911713018.2305,266733600646279.5625,0.2058,269065315242803.0625,-172442.6820,149640.2811,0.0000
6.0432,0.0799,20369843291334.0859,-4984388408228.5244,261909665082457.0625,0.1962,262747877835621.0000,42399.7450,221390.3852,0.0000
1.9738,0.1253,-9425393024703.7871,22109453471040.2734,190798657050395.6562,0.1051,192306509246808.1875,291257.1640,-27691.4015,0.0000
1.8909,0.1357,-14992300848330.2539,45218402923505.0625,348943017241254.0625,0.3526,352179928912920.0625,59464.6628,-31512.2391,0.0000
1.3105,0.2266,15034199956717.2949,56443418695977.7188,253381708033181.0938,0.1922,260027261355882.1250,-362654.9865,-135113.6339,0.0000
3.5665,0.1647,-35149871473708.0156,-15906247928839.8594,232093734886089.3438,0.1574,235278609229921.7812,-284195.9530,-75957.6805,0.0000
4.7670,0.1095,1962641357616.0706,-35926059659411.7812,327308398010106.7500,0.3082,329280004147978.4375,186127.1733,-130043.3025,0.0000
0.0727,0.1897,54155525873666.1172,3942093405009.3296,282740696871265.7500,0.2356,287907385716858.8125,-492519.9613,309848.9002,0.0000
4.3066,0.1257,-16856778997587.0664,-39233189905006.0234,337883591063428.5000,0.3297,340571160402953.0000,390728.6586,-124699.9257,0.0000
2.8837,0.0877,-21718626219298.8438,5729431911298.2402,255546809961459.3438,0.1871,256532058808169.3125,-56954.3497,342363.2859,0.0000
1.1969,0.2331,9494249825647.5586,24195028529088.1289,109475388150751.4531,0.0360,112518446470047.2500,-110037.2563,185270.2664,0.0000
5.2927,0.1210,17997390054114.7227,-27450885322138.9023,270016466914196.0312,0.2103,272004319007169.9688,-466453.3497,250423.1456,0.0000
4.6460,0.2356,-2512502249507.1426,-37782987178188.0781,157708217100690.0625,0.0748,162190469907264.5625,-548606.9630,-6893.8941,0.0000
4.3343,0.1812,-15161429034396.9609,-38172841349014.6250,224137124154730.4375,0.1476,227869447647935.3438,-381524.2474,-40522.9708,0.0000
0.7969,0.2083,32944973447962.1680,33709997394504.7344,223004823529879.0938,0.1477,227931758466030.7188,125763.1924,425625.2347,0.0000
