2.087,0.012,-10351232028412.045,18242163648548.719,110641344248343.969,-0.005,110649234600046.781,-472784.535,4973.510,0.000
4.827,0.187,29727126236713.898,-258376467451973.656,86677490299040.781,-0.018,88212577466477.781,85907.235,293633.493,0.000
5.267,0.179,165062400299503.719,-266645076611158.406,109294758472910.469,-0.005,111066089785168.766,139663.904,303694.955,0.000
4.622,0.068,-10209051674014.473,-112962066319004.172,104515426993320.297,-0.009,104759411453103.250,131227.770,485983.203,0.000
5.112,0.153,89670154603221.141,-212515593457212.406,94016800799712.656,-0.014,95133190721914.922,253158.119,299752.151,0.000
5.972,0.132,204325223131657.031,-65730221400343.922,101460428345400.125,-0.010,102357546904277.781,-107446.639,-261257.792,0.000
4.369,0.095,-46045318618718.562,-128757598987712.078,90405525180052.406,-0.017,90815054293468.516,271323.897,456726.043,0.000
2.962,0.141,-255004052048456.375,46220009712049.328,114912752895743.250,-0.002,116066843402765.906,332904.494,-6872.823,0.000
1.199,0.083,49047733256342.750,-125937282921394.000,102759036128725.906,-0.010,103111186499396.094,-108199.566,72897.627,0.000
5.625,0.219,106271458829233.844,-82229198770265.828,38078272622192.555,-0.036,39007899059953.711,326447.078,389187.987,0.000
3.333,0.204,-341544834846560.188,-66198879921136.070,106043501694981.016,-0.007,108284868865612.250,249003.456,-95064.523,0.000
2.296,0.168,-182702381732159.594,206177343031603.812,102217857072272.797,-0.009,103680734785972.250,-165815.485,-221750.913,0.000
2.195,0.200,-181124998818923.594,251414194379536.625,96080439470519.828,-0.013,98043540439677.000,-59807.234,-280809.293,0.000
2.491,0.207,-314303619709686.562,239409599238560.281,118258682863694.266,0.002,120849872749489.734,-232615.298,225290.216,0.000
1.361,0.097,29322703226168.277,137499645632405.562,91113203306266.094,-0.016,91542705692181.766,-131765.112,15594.558,0.000
0.157,0.086,153793368860950.406,24357704119051.824,113207883650859.188,-0.003,113632108562188.328,320000.164,69408.844,0.000
2.597,0.100,-262175235758222.750,158814027041829.938,191607873819398.969,0.065,192578544020560.281,131985.872,197957.691,0.000
1.350,0.016,9601266008060.754,42791084173639.625,173771289383882.875,0.046,173793251991597.844,211749.482,-48568.091,0.000
0.338,0.094,299599848126890.125,105264209354995.172,211285097162542.062,0.088,212230131495869.688,24660.425,-305441.054,0.000
2.868,0.107,-245634239950564.688,69055974542681.867,149552977577057.688,0.024,150414409149713.125,-48410.033,-151650.631,0.000
0.263,0.227,235791951686863.375,63450853707010.867,66585712615319.633,-0.027,68339623983754.250,186074.288,31404.219,0.000
5.350,0.123,204395445141374.906,-276095717721966.781,175261690663564.500,0.049,176592829387161.844,68851.254,-262300.734,0.000
3.048,0.233,-258835100567194.531,24406897373698.148,68930010444665.781,-0.026,70849250053322.484,-215918.922,-179230.359,0.000
2.911,0.138,-356420625241519.000,83488488818209.094,165570655101426.062,0.039,167169110796464.000,12322.446,151119.151,0.000
2.327,0.122,-203774212549622.438,215893036624915.750,152062529965840.594,0.027,153208406446068.375,406694.080,-108246.896,0.000
3.392,0.186,-205708104408917.594,-52704522618829.609,71093588659100.031,-0.025,72341376893218.078,-162735.384,95458.963,0.000
2.362,0.089,-160369290162027.219,158672557398252.969,159416062268101.500,0.033,160048381166071.344,-26832.754,-132558.100,0.000
1.650,0.175,-19954247538333.539,251569194943225.875,89861623592279.812,-0.016,91257208371779.484,461039.372,333799.801,0.000
1.812,0.060,-38833531146058.039,157742715688289.531,171665676675040.250,0.044,171970490675706.000,-529027.248,208803.219,0.000
1.651,0.196,-33373692226433.188,-415939846602165.500,132227095613346.672,0.012,134815007098983.969,157606.646,458697.230,0.000
2.900,0.124,-178546697624610.688,44058128076444.281,93263393321262.375,-0.015,93980276015912.828,-110982.236,-36487.678,0.000
2.719,0.078,-171462424146236.531,77035734948734.328,152121520828399.938,0.026,152581772235972.406,29794.670,-22181.284,0.000
2.035,0.183,-122144772127959.391,243925097967952.500,92711386354165.625,-0.015,94290876398815.766,370868.321,364768.154,0.000
2.329,0.074,-114294227734130.812,120571060625144.406,140914316248747.156,0.017,141302480910211.281,-76468.811,-127116.535,0.000
2.166,0.150,-217258616408065.594,320674351053654.125,161716774799324.406,0.036,163547539269423.656,-90232.245,-142246.018,0.000
0.410,0.121,297825786912368.812,129364462313519.938,168287599897077.844,0.042,169526367378913.219,-57181.688,174945.877,0.000
2.456,0.074,-211091458664669.000,172524482130809.781,232929646087859.906,0.115,233562011416051.719,-1493.944,-215578.230,0.000
5.786,0.079,175423816001269.906,-95211419802233.844,158747935302946.750,0.032,159245178517446.094,-362072.403,-39153.563,0.000
2.799,0.211,-574776007266140.500,204910804273727.688,179195062203645.656,0.055,183272340712756.594,-39815.500,31794.358,0.000
3.018,0.069,-112924579693596.438,13979892403222.281,103308730705154.922,-0.010,103557143949279.203,36385.373,-44285.919,0.000
1.114,0.124,121614870896164.000,247400086026372.250,139008732941799.828,0.016,140089470858017.594,-59514.687,171628.663,0.000
1.695,0.073,-20918665310605.051,168098516588336.281,145258471489730.219,0.020,145649966739186.406,451608.942,187491.158,0.000
0.049,0.213,343404180257881.125,16779123789681.131,100161719666964.953,-0.010,102477009712560.375,-150529.308,248545.402,0.000
1.347,0.159,83396587097505.500,366624376420890.562,147861663878393.062,0.024,149746996364671.969,-274759.396,375134.234,0.000
1.043,0.078,67818993525561.352,116267843877403.609,109175168959007.016,-0.006,109504001663816.500,161453.705,-120640.483,0.000
1.967,0.174,-132510795595566.969,316337534782304.625,122602795606027.125,0.004,124492221415262.016,-146394.262,107586.244,0.000
1.002,0.061,86919135793907.328,136003086534246.516,167467326038016.094,0.040,167775757450628.312,212310.798,-222535.418,0.000
1.202,0.053,71460986960538.969,184816118811935.219,235763307557549.406,0.118,236093571912520.812,-23724.640,-295084.347,0.000
4.258,0.025,-28831967585202.848,-59019255654943.844,168719878356475.781,0.041,168770618950674.906,670288.437,-8873.034,0.000
1.210,0.166,168822608083754.594,447653398550786.750,179991026650639.188,0.055,182497267086120.844,442790.119,186414.675,0.000
2.089,0.207,-197156660614309.594,-345974384538613.000,119684348710194.125,0.003,122285337554337.062,-32142.043,350287.035,0.000
2.719,0.241,-560376784286269.625,252007300823151.562,157610402278736.469,0.035,162294346057355.969,-312397.799,-238286.866,0.000
2.074,0.161,-117257850764536.266,212900902752469.688,94120598833661.500,-0.014,95358064968335.312,-279568.369,291308.805,0.000
3.549,0.239,-423582756239776.438,-182567795930423.750,119480567777655.344,0.003,122963507304211.500,-46698.515,111298.446,0.000
0.141,0.161,398729852502102.438,56661513463330.164,156223469657436.344,0.031,158270428332810.250,203155.164,-156389.614,0.000
1.634,0.184,-21254390053417.191,334580019213242.562,113523550977370.438,-0.002,115471617803838.641,-12831.263,-120674.226,0.000
5.509,0.032,37715619945635.906,-36874182194604.812,103328855458605.844,-0.010,103382275154954.703,7562.004,-106823.175,0.000
1.316,0.170,68999946803226.000,264590624709076.625,100582406019312.438,-0.010,102046946652378.281,140740.014,-109486.729,0.000
