-2.50,0.51323
-2.49,0.52997
-2.48,0.54455
-2.47,0.55592
-2.46,0.56819
-2.45,0.57946
-2.44,0.58912
-2.43,0.5975
-2.42,0.60605
-2.41,0.61634
-2.40,0.62524
-2.39,0.62559
-2.38,0.61755
-2.37,0.60824
-2.36,0.60167
-2.35,0.59584
-2.34,0.58763
-2.33,0.57634
-2.32,0.5632
-2.31,0.54992
-2.30,0.53375
-2.29,0.51437
-2.28,0.49445
-2.27,0.47615
-2.26,0.45822
-2.25,0.44333
-2.24,0.43254
-2.23,0.4247
-2.22,0.41612
-2.21,0.40669
-2.20,0.40004
-2.19,0.40069
-2.18,0.40826
-2.17,0.41639
-2.16,0.42806
-2.15,0.44583
-2.14,0.46939
-2.13,0.49459
-2.12,0.5243
-2.11,0.55759
-2.10,0.592
-2.09,0.6247
-2.08,0.65712
-2.07,0.68597
-2.06,0.70973
-2.05,0.72966
-2.04,0.75045
-2.03,0.77062
-2.02,0.78769
-2.01,0.80146
-2.00,0.81447
-1.99,0.8259
-1.98,0.8338
-1.97,0.83883
-1.96,0.8441
-1.95,0.84915
-1.94,0.85004
-1.93,0.84605
-1.92,0.83972
-1.91,0.8343
-1.90,0.82912
-1.89,0.82402
-1.88,0.81923
-1.87,0.81263
-1.86,0.80357
-1.85,0.79285
-1.84,0.78278
-1.83,0.77198
-1.82,0.75904
-1.81,0.74399
-1.80,0.72836
-1.79,0.71349
-1.78,0.69625
-1.77,0.67568
-1.76,0.6528
-1.75,0.63072
-1.74,0.60799
-1.73,0.58313
-1.72,0.55613
-1.71,0.52845
-1.70,0.50086
-1.69,0.47383
-1.68,0.44763
-1.67,0.42203
-1.66,0.39638
-1.65,0.37049
-1.64,0.34372
-1.63,0.31605
-1.62,0.2873
-1.61,0.26159
-1.60,0.24084
-1.59,0.22417
-1.58,0.20719
-1.57,0.18627
-1.56,0.16272
-1.55,0.14516
-1.54,0.13901
-1.53,0.13819
-1.52,0.14127
-1.51,0.15056
-1.50,0.16522
-1.49,0.17932
-1.48,0.1925
-1.47,0.20526
-1.46,0.21813
-1.45,0.22988
-1.44,0.24556
-1.43,0.26971
-1.42,0.30143
-1.41,0.33477
-1.40,0.36418
-1.39,0.38899
-1.38,0.41073
-1.37,0.43325
-1.36,0.45577
-1.35,0.47829
-1.34,0.50009
-1.33,0.52461
-1.32,0.55379
-1.31,0.58667
-1.30,0.61955
-1.29,0.65204
-1.28,0.68253
-1.27,0.71076
-1.26,0.73791
-1.25,0.76533
-1.24,0.79286
-1.23,0.82059
-1.22,0.84851
-1.21,0.87644
-1.20,0.90358
-1.19,0.9306
-1.18,0.95458
-1.17,0.96991
-1.16,0.97627
-1.15,0.98037
-1.14,0.98243
-1.13,0.9795
-1.12,0.97294
-1.11,0.9664
-1.10,0.95516
-1.09,0.93811
-1.08,0.91813
-1.07,0.89848
-1.06,0.87763
-1.05,0.85569
-1.04,0.83354
-1.03,0.81147
-1.02,0.78971
-1.01,0.76745
-1.00,0.74039
-0.99,0.70969
-0.98,0.67986
-0.97,0.65375
-0.96,0.6277
-0.95,0.60288
-0.94,0.5829
-0.93,0.56741
-0.92,0.55249
-0.91,0.53436
-0.90,0.51353
-0.89,0.49185
-0.88,0.4733
-0.87,0.45789
-0.86,0.44402
-0.85,0.42976
-0.84,0.41426
-0.83,0.39819
-0.82,0.38312
-0.81,0.36725
-0.80,0.34891
-0.79,0.33183
-0.78,0.31896
-0.77,0.30811
-0.76,0.29666
-0.75,0.2841
-0.74,0.27024
-0.73,0.2557
-0.72,0.24132
-0.71,0.22747
-0.70,0.21416
-0.69,0.20159
-0.68,0.19059
-0.67,0.18142
-0.66,0.17303
-0.65,0.16444
-0.64,0.15555
-0.63,0.14786
-0.62,0.14158
-0.61,0.1388
-0.60,0.13927
-0.59,0.14278
-0.58,0.14676
-0.57,0.15108
-0.56,0.15543
-0.55,0.15965
-0.54,0.16431
-0.53,0.16975
-0.52,0.17526
-0.51,0.18003
-0.50,0.18429
-0.49,0.18861
-0.48,0.19327
-0.47,0.19711
-0.46,0.19695
-0.45,0.19246
-0.44,0.18622
-0.43,0.18049
-0.42,0.17476
-0.41,0.16906
-0.40,0.16323
-0.39,0.1571
-0.38,0.15038
-0.37,0.14277
-0.36,0.13438
-0.35,0.12565
-0.34,0.11712
-0.33,0.10944
-0.32,0.10259
-0.31,0.09652
-0.30,0.09124
-0.29,0.08682
-0.28,0.08261
-0.27,0.07832
-0.26,0.07402
-0.25,0.06976
-0.24,0.06556
-0.23,0.0614
-0.22,0.05717
-0.21,0.05318
-0.20,0.04954
-0.19,0.0462
-0.18,0.04069
-0.17,0.03481
-0.16,0.03053
-0.15,0.02736
-0.14,0.02463
-0.13,0.0222
-0.12,0.02085
-0.11,0.01891
-0.10,0.01646
-0.09,0.01432
-0.08,0.01204
-0.07,0.01051
-0.06,0.00819
-0.05,0.00676
-0.04,0.00517
-0.03,0.00358
-0.02,0.00225
-0.01,0.00101
0.00,0.00099
0.01,0.00081
0.02,0.00055
0.03,0.00037
0.04,0.00012
0.05,0.00001
0.06,0
0.07,0
0.08,0
0.09,0
0.10,0
0.11,0
0.12,0
0.13,0
0.14,0
0.15,0
0.16,0
0.17,0
0.18,0
0.19,0
0.20,0
0.21,0
0.22,0
0.23,0
0.24,0
0.25,0
0.26,0
0.27,0
0.28,0
0.29,0
0.30,0
0.31,0
0.32,0
0.33,0
0.34,0
0.35,0
0.36,0
0.37,0
0.38,0
0.39,0
0.40,0
0.41,0
0.42,0
0.43,0
0.44,0
0.45,0
0.46,0
0.47,0
0.48,0
0.49,0
0.50,0
0.51,0
0.52,0
0.53,0
0.54,0
0.55,0
0.56,0
0.57,0
0.58,0
0.59,0
0.60,0
0.61,0
0.62,0
0.63,0
0.64,0
0.65,0
0.66,0
0.67,0
0.68,0
0.69,0
0.70,0
0.71,0
0.72,0
0.73,0
0.74,0
0.75,0
0.76,0
0.77,0
0.78,0
0.79,0
0.80,0
0.81,0
0.82,0
0.83,0
0.84,0
0.85,0
0.86,0
0.87,0
0.88,0
0.89,0
0.90,0
0.91,0
0.92,0
0.93,0
0.94,0
0.95,0
0.96,0
0.97,0
0.98,0
0.99,0
1.00,0
1.01,0
1.02,0
1.03,0
1.04,0
1.05,0
1.06,0
1.07,0
1.08,0
1.09,0
1.10,0
1.11,0
1.12,0
1.13,0
1.14,0
1.15,0
1.16,0
1.17,0
1.18,0
1.19,0
1.20,0
1.21,0
1.22,0
1.23,0
1.24,0
1.25,0
1.26,0
1.27,0
1.28,0
1.29,0
1.30,0
1.31,0
1.32,0
1.33,0
1.34,0
1.35,0
1.36,0.00021
1.37,0.00041
1.38,0.00065
1.39,0.00089
1.40,0.00105
1.41,0.00119
1.42,0.00259
1.43,0.00399
1.44,0.00516
1.45,0.00662
1.46,0.00806
1.47,0.01042
1.48,0.01351
1.49,0.01641
1.50,0.02076
1.51,0.02476
1.52,0.02933
1.53,0.03453
1.54,0.03954
1.55,0.04649
1.56,0.05422
1.57,0.06271
1.58,0.07002
1.59,0.07988
1.60,0.08656
1.61,0.09415
1.62,0.10177
1.63,0.11026
1.64,0.11896
1.65,0.12759
1.66,0.13635
1.67,0.14434
1.68,0.15131
1.69,0.15762
1.70,0.16409
1.71,0.17067
1.72,0.17691
1.73,0.18223
1.74,0.18699
1.75,0.1904
1.76,0.19192
1.77,0.19198
1.78,0.19131
1.79,0.18972
1.80,0.18735
1.81,0.18431
1.82,0.18044
1.83,0.17578
1.84,0.17033
1.85,0.16402
1.86,0.15751
1.87,0.15106
1.88,0.14458
1.89,0.13837
1.90,0.13258
1.91,0.12676
1.92,0.12047
1.93,0.11398
1.94,0.10837
1.95,0.10344
1.96,0.09987
1.97,0.09886
1.98,0.10049
1.99,0.10291
2.00,0.10507
2.01,0.10697
2.02,0.11012
2.03,0.11452
2.04,0.12198
2.05,0.13211
2.06,0.14338
2.07,0.15287
2.08,0.16124
2.09,0.17078
2.10,0.18168
2.11,0.19339
2.12,0.20511
2.13,0.21584
2.14,0.22525
2.15,0.23366
2.16,0.24146
2.17,0.24849
2.18,0.25442
2.19,0.25867
2.20,0.26158
2.21,0.26239
2.22,0.26048
2.23,0.25616
2.24,0.25178
2.25,0.2476
2.26,0.24326
2.27,0.23728
2.28,0.22984
2.29,0.21932
2.30,0.20756
2.31,0.19671
2.32,0.18862
2.33,0.18022
2.34,0.16938
2.35,0.15674
2.36,0.14428
2.37,0.13318
2.38,0.12248
2.39,0.11207
2.40,0.10262
2.41,0.09399
2.42,0.08547
2.43,0.07689
2.44,0.06796
2.45,0.05982
2.46,0.05619
2.47,0.05737
2.48,0.06124
2.49,0.06574
2.50,0.07079
2.51,0.07823
2.52,0.08888
2.53,0.10336
2.54,0.11987
2.55,0.14072
2.56,0.1656 
2.57,0.1941
2.58,0.22355
2.59,0.25289
2.60,0.28102
2.61,0.31091
2.62,0.34359
2.63,0.38112
2.64,0.42278
2.65,0.47008
2.66,0.52097
2.67,0.57164
2.68,0.6181
2.69,0.66228
2.70,0.70173
2.71,0.73552
2.72,0.76601
2.73,0.79273
2.74,0.81341
2.75,0.8328
2.76,0.85065
2.77,0.85892
2.78,0.8577
2.79,0.85548
2.80,0.85103
2.81,0.84245
2.82,0.83153
2.83,0.81999
2.84,0.80241
2.85,0.77956
2.86,0.75115
2.87,0.73521
