500,20.643192669,19.65386313
510,20.820594158,19.29234706
520,20.690363630,19.03307288
530,20.446687043,18.83326147
540,20.174490250,18.64117306
550,19.931337091,18.32431334
560,19.658413498,17.99929042
570,19.433860097,17.78460750
580,19.166718790,17.46905697
590,18.906248220,17.18602382
600,18.819240442,16.89839753
610,18.656712403,16.63207018
620,18.238089975,16.32962061
630,17.988538258,16.07197992
640,17.703421809,15.70026342
650,17.418555096,15.43421144
660,17.120769137,15.18022355
670,16.712622659,14.84113665
680,16.440923184,14.49927612
690,16.136109391,14.20655329
700,15.776489905,13.92174101
710,15.274759404,13.45517096
720,14.806269238,13.10748932
730,14.347679331,12.66754000
740,13.912820005,12.28191793
750,13.497003117,11.96575875
760,12.960332877,11.63783585
770,12.491776236,11.29052591
780,11.890803526,10.89599539
790,11.123982821,10.47355446
800,10.154988027,9.950176991
810,9.2807840838,9.497963276
