0.000000,80.382433,0.000000,100000.000000,0.000000,0.000000
0.015322,80.961778,24.000000,99514.000000,0.000000,0.000000
0.031274,78.643495,106.000000,99075.000000,22.000000,3.000000
0.032369,77.540508,123.000000,99039.000000,20.000000,5.000000
0.033473,76.684390,134.000000,99012.000000,18.000000,3.000000
0.034592,76.104012,140.000000,98987.000000,16.000000,2.000000
0.035782,75.518758,154.000000,98942.000000,17.000000,2.000000
0.036888,74.954728,166.000000,98896.000000,18.000000,3.000000
0.038195,74.447320,176.000000,98859.000000,19.000000,3.000000
0.039501,74.066131,180.000000,98828.000000,21.000000,2.000000
0.040952,73.640155,196.000000,98782.000000,25.000000,4.000000
0.042239,73.278186,203.000000,98758.000000,26.000000,3.000000
0.043499,72.964608,205.000000,98732.000000,27.000000,0.000000
0.047742,72.386792,225.000000,98614.000000,27.000000,2.000000
0.048887,72.070568,231.000000,98592.000000,29.000000,1.000000
0.050137,71.721431,234.000000,98558.000000,32.000000,0.000000
0.054613,70.968360,264.000000,98413.000000,27.000000,4.000000
0.055510,70.639409,273.000000,98387.000000,29.000000,5.000000
0.056468,70.373546,280.000000,98355.000000,31.000000,4.000000
0.057460,70.181002,287.000000,98330.000000,32.000000,4.000000
0.058456,69.839817,297.000000,98273.000000,29.000000,4.000000
0.059422,69.448189,308.000000,98245.000000,30.000000,2.000000
0.060675,69.024206,318.000000,98210.000000,27.000000,1.000000
0.061752,68.726734,327.000000,98197.000000,27.000000,1.000000
0.062883,68.488278,329.000000,98184.000000,27.000000,1.000000
0.064065,68.303697,335.000000,98169.000000,27.000000,3.000000
0.065214,68.155959,339.000000,98157.000000,27.000000,3.000000
0.066469,67.934126,345.000000,98138.000000,26.000000,2.000000
0.067647,67.752511,350.000000,98124.000000,26.000000,1.000000
0.069085,67.497379,356.000000,98100.000000,28.000000,1.000000
0.070567,67.229961,363.000000,98069.000000,29.000000,1.000000
0.072051,66.965536,370.000000,98042.000000,27.000000,2.000000
0.073492,66.614353,384.000000,98009.000000,24.000000,4.000000
0.074761,66.397163,387.000000,97991.000000,24.000000,4.000000
0.075809,66.233660,392.000000,97975.000000,27.000000,2.000000
0.077248,66.006712,401.000000,97949.000000,26.000000,3.000000
0.078581,65.779464,417.000000,97920.000000,27.000000,1.000000
0.079933,65.546430,429.000000,97894.000000,27.000000,2.000000
0.081268,65.353245,432.000000,97870.000000,27.000000,1.000000
0.082499,65.110858,440.000000,97851.000000,29.000000,1.000000
0.083730,64.890172,447.000000,97834.000000,26.000000,1.000000
0.085000,64.655314,454.000000,97814.000000,25.000000,1.000000
0.086303,64.492133,459.000000,97796.000000,25.000000,1.000000
0.087615,64.265480,467.000000,97774.000000,25.000000,1.000000
0.088818,64.071185,476.000000,97756.000000,25.000000,2.000000
0.090051,63.853545,485.000000,97731.000000,26.000000,1.000000
0.091319,63.616534,493.000000,97712.000000,27.000000,1.000000
0.092709,63.448358,499.000000,97697.000000,27.000000,1.000000
0.094094,63.362354,508.000000,97679.000000,25.000000,0.000000
0.099826,63.112880,537.000000,97587.000000,25.000000,0.000000
0.104348,62.382209,556.000000,97423.000000,29.000000,2.000000
0.105110,62.181448,560.000000,97410.000000,27.000000,2.000000
0.106213,61.847153,571.000000,97378.000000,31.000000,0.000000
0.111003,61.388287,593.000000,97315.000000,27.000000,0.000000
